"tag","class","text_preview","href","is_valid","type"
"andes-modal","andes-modal--iframe","",""
"span","cart-products-count-btn  d-none","0",""
"div","cart-title","Descripción de tu pedido
            
                ×",""
"span","modal-title","Descripción de tu pedido",""
"span","","×",""
"div","col-12","",""
"div","row","",""
"span","cbp-tab-title","Productos",""
"div","tabs-links col-2","Computadoras 																									
																						
												
																								 ",""
"ul","cbp-hrsub-tabs-names cbp-tabs-names","Computadoras 																									
																						
												
																								 ",""
"li","innertab-8 ","Computadoras",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/computadoras.png"
"li","innertab-9 ","Hardware",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/componentes.png"
"li","innertab-10 ","Periféricos",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/perifericos.png"
"li","innertab-11 ","Gaming House",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/notebook.png"
"li","innertab-12 ","Monitores",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/monitores.png"
"li","innertab-13 ","Impresoras",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/print.png"
"li","innertab-14 ","Conectividad",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/conectividad.png"
"li","innertab-15 ","Energía",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/energy.png"
"li","innertab-19 ","Videovigilancia",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/componentes (1).png"
"li","innertab-22 ","Tablets",""
"img","cbp-mainlink-iicon","","/img/cms/Iconos/megamenu/tablet.png"
"a","","Pc Hogar & Oficina","https://www.armytech.com.ar/371-pc-hogar-oficina"
"a","","Pc Gamer","https://www.armytech.com.ar/370-pc-gamer"
"a","","Pc Diseño","https://www.armytech.com.ar/494-pc-diseno"
"a","","Mini Pc","https://www.armytech.com.ar/372-mini-pc"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-6 ","Notebooks 
                                    
                
                                   ",""
"div","cbp-menu-column-inner","Notebooks 
                                    
                
                                   ",""
"ul","cbp-links cbp-valinks","Notebook Oficina
                                    
                                              ",""
"a","","Notebook Oficina","https://www.armytech.com.ar/508-notebook-oficina"
"a","","Notebook Gamer","https://www.armytech.com.ar/507-notebook-gamer"
"a","","Notebook Diseño","https://www.armytech.com.ar/506-notebook-diseno"
"a","","Mochilas","https://www.armytech.com.ar/510-mochilas"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-4 ","Software 
                                    
                
                                    ",""
"div","cbp-menu-column-inner","Software 
                                    
                
                                    ",""
"ul","cbp-links cbp-valinks cbp-valinks-vertical","Sistemas Operativos",""
"a","","Sistemas Operativos","https://www.armytech.com.ar/478-sistemas-operativos"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-5 ","Combos de actualización 
                                    
                
                     ",""
"div","cbp-menu-column-inner","Combos de actualización 
                                    
                
                     ",""
"ul","cbp-links cbp-valinks","Combos AMD
                                    
                                                    ",""
"a","","Combos AMD","/367-combos?q=Marca-Amd"
"a","","Combos Intel","/367-combos?q=Marca-Intel"
"div","tab-pane cbp-tab-pane  innertabcontent-9","Procesadores 
                                    
                
                                ",""
"div","clearfix","Procesadores 
                                    
                
                                ",""
"div","row menu_row menu-element  first_rows menu-element-id-1","Procesadores 
                                    
                
                                ",""
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-3 ","Procesadores 
                                    
                
                                ",""
"div","cbp-menu-column-inner","Procesadores 
                                    
                
                                ",""
"ul","cbp-links cbp-valinks","AMD
                                    
                                                           ",""
"a","","AMD","/419-procesadores?q=Marca-Amd"
"a","","INTEL","/419-procesadores?q=Marca-Intel"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-2 ","Motherboards 
                                    
                
                                ",""
"div","cbp-menu-column-inner","Motherboards 
                                    
                
                                ",""
"ul","cbp-links cbp-valinks","AMD
                                    
                                                           ",""
"a","","AMD","/414-motherboards?q=Socket-AM4-AM5"
"a","","INTEL","https://www.armytech.com.ar/414-motherboards?q=Socket-LGA1200-LGA1700-LGA+1851"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-6 ","Placa de Video 
                                    
                
                              ",""
"div","cbp-menu-column-inner","Placa de Video 
                                    
                
                              ",""
"ul","cbp-links cbp-valinks","AMD Radeon
                                    
                                                    ",""
"a","","AMD Radeon","/418-placas-de-video?q=Marca+%28Placa+de+video%29-AMD+Radeon"
"a","","Nvidia","/418-placas-de-video?q=Marca+%28Placa+de+video%29-Nvidia"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-4 ","Memorias 
                                    
                
                                    ",""
"div","cbp-menu-column-inner","Memorias 
                                    
                
                                    ",""
"ul","cbp-links cbp-valinks","PC de Escritorio
                                    
                                              ",""
"a","","PC de Escritorio","/405-hardware?q=Categor%C3%ADas-Memorias/Formato+de+memoria-Udimm"
"a","","Notebook","/405-hardware?q=Categorías-Memorias+Soddimm"
"a","","Micro SD","/405-hardware?q=Categor%C3%ADas-Memorias/Formato+de+memoria-Micro+SD"
"div","row menu_row menu-element  first_rows menu-element-id-7","Discos Rígidos 
                                    
                
                              ",""
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-8 ","Discos Rígidos 
                                    
                
                              ",""
"div","cbp-menu-column-inner","Discos Rígidos 
                                    
                
                              ",""
"ul","cbp-links cbp-valinks","Internos
                                    
                                                      ",""
"a","","Internos","/410-hdd"
"a","","Externos","/411-hde"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-10 ","Discos Sólidos 
                                    
                
                              ",""
"div","cbp-menu-column-inner","Discos Sólidos 
                                    
                
                              ",""
"ul","cbp-links cbp-valinks","M.2
                                    
                                                           ",""
"a","","M.2","/421-ssd?q=Conector-M.2"
"a","","SATA III","/421-ssd?q=Conector-SATA+III"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-11 ","Gabinetes 
                                    
                
                                   ",""
"div","cbp-menu-column-inner","Gabinetes 
                                    
                
                                   ",""
"ul","cbp-links cbp-valinks","Con Fuente
                                    
                                                    ",""
"a","","Con Fuente","/405-hardware?q=Categorías-Gabinetes+Con+Psu"
"a","","Sin Fuente","/405-hardware?q=Categorías-Gabinetes+Sin+Psu"
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-12 ","Refrigeración 
                                    
                
                               ",""
"div","cbp-menu-column-inner","Refrigeración 
                                    
                
                               ",""
"ul","cbp-links cbp-valinks","Air Cooler
                                    
                                                    ",""
"a","","Air Cooler","/405-hardware?q=Categor%C3%ADas-Reffrigeracion/Tipo+De+Refrigeraci%C3%B3n-Air+Cooler"
"a","","Cooler Gabinete","/405-hardware?q=Categor%C3%ADas-Reffrigeracion/Tipo+De+Refrigeraci%C3%B3n-Cooler+Gabinete"
"a","","Water Cooler","/405-hardware?q=Categor%C3%ADas-Reffrigeracion/Tipo+De+Refrigeraci%C3%B3n-Water+Cooler"
"a","","Pasta Térmica","/405-hardware?q=Categor%C3%ADas-Reffrigeracion/Tipo+De+Refrigeraci%C3%B3n-Pasta+T%C3%A9rmica"
"div","cbp-menu-column-inner","Fuentes de Alimentación",""
"div","cbp-menu-column-inner","Lectograbadoras",""
"div","tab-pane cbp-tab-pane  innertabcontent-10","Periféricos 
                                    
                
                                 ",""
"div","clearfix","Periféricos 
                                    
                
                                 ",""
"div","row menu_row menu-element  first_rows menu-element-id-1","Periféricos 
                                    
                
                                 ",""
"div","col-3 cbp-menu-column cbp-menu-element menu-element-id-2 ","Periféricos 
                                    
                
                                 ",""
"div","cbp-menu-column-inner","Periféricos 
                                    
                
                                 ",""
"ul","cbp-links cbp-valinks","Kit Teclado Y Mouse
                                    
                                           ",""
"a","","Kit Teclado Y Mouse","https://www.armytech.com.ar/499-kit-teclado-y-mouse"
"a","","Mouse","https://www.armytech.com.ar/440-mouse"
"a","","Teclados","https://www.armytech.com.ar/444-teclados"
"a","","Mousepad","https://www.armytech.com.ar/441-mousepad"
"a","","Auriculares","https://www.armytech.com.ar/437-auriculares"
"a","","Joystick","https://www.armytech.com.ar/439-joystick"
"a","","Parlantes","https://www.armytech.com.ar/442-parlantes"
