tag,class,text_preview,type
div,product-box-body clearfix,Precio en un pago: Grasa Termica Cooler Master RPD H,productWrapper
h3,product-box-title,Grasa Termica Cooler Master RPD High Performance,title
a,,Grasa Termica Cooler Master RPD High Performance,link
a,product-box-price clearfix,$ 7.490,link
span,current-price,$ 7.490,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Placa De Red USB Netmark NM-CS150,productWrapper
h3,product-box-title,Placa De Red USB Netmark NM-CS150 Wifi 150Mb/s,title
a,,Placa De Red USB Netmark NM-CS150 Wifi 150Mb/s,link
a,product-box-price clearfix,$ 7.689,link
span,current-price,$ 7.689,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Adaptador Bluetooth TP-Link UB500,productWrapper
h3,product-box-title,Adaptador Bluetooth TP-Link UB500 Plus USB Bluetooth 5.3,title
a,,Adaptador Bluetooth TP-Link UB500 Plus USB Bluetooth 5.3,link
a,product-box-price clearfix,$ 8.450,link
span,current-price,$ 8.450,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Memoria Ram Notebook Hiksemi Hike,productWrapper
h3,product-box-title,Memoria Ram Notebook Hiksemi Hiker DDR3 4Gb 1600Mhz,title
a,,Memoria Ram Notebook Hiksemi Hiker DDR3 4Gb 1600Mhz,link
a,product-box-price clearfix,$ 8.989,link
span,current-price,$ 8.989,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Adaptador Bluetooth Tp-Link UB500,productWrapper
h3,product-box-title,Adaptador Bluetooth Tp-Link UB500 USB Nano,title
a,,Adaptador Bluetooth Tp-Link UB500 USB Nano,link
a,product-box-price clearfix,$ 9.099,link
span,current-price,$ 9.099,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Memoria Ram DDR2 2Gb 800Mhz Kimot,productWrapper
h3,product-box-title,Memoria Ram DDR2 2Gb 800Mhz Kimota,title
a,,Memoria Ram DDR2 2Gb 800Mhz Kimota,link
a,product-box-price clearfix,$ 9.389,link
span,current-price,$ 9.389,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Placa De Red Usb Tp-Link Tl-Wn725,productWrapper
h3,product-box-title,Placa De Red Usb Tp-Link Tl-Wn725n Nano Wifi 150m,title
a,,Placa De Red Usb Tp-Link Tl-Wn725n Nano Wifi 150m,link
a,product-box-price clearfix,$ 9.990,link
span,current-price,$ 9.990,price
div,product-box-media,,productWrapper
img,img-contained,,image
div,product-box-body clearfix,Precio en un pago: Adaptador Mercusys Mini USB N300,productWrapper
h3,product-box-title,Adaptador Mercusys Mini USB N300 Mw300UM,title
a,,Adaptador Mercusys Mini USB N300 Mw300UM,link
a,product-box-price clearfix,$ 10.990,link
span,current-price,$ 10.990,price
img,,,
img,,,
img,,,
img,,,
img,,,
img,,,
div,js-stock-label-private label mb-2,Sin stock,is_stocked
span,js-payment-discount-price-product payment-discount-price-product,"$47.070,51",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,GAMEPAD T-DAGGER TGP802 SCORPIO PC/PS4 NEGRO- NG,
a,product-item-link,"GAMEPAD T-DAGGER TGP802 SCORPIO PC/PS4 NEGRO- NG $76.735,86",linkspan
span,js-payment-discount-price-product payment-discount-price-product,"$65.225,48",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,js-item-name product-item-name mb-2,MOUSE QBOX GAMER M993 RGB USB NG,title
span,js-price-display product-item-price,"$23.569,00",price
span,js-payment-discount-price-product payment-discount-price-product,"$20.033,65",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,js-item-name product-item-name mb-2,TECLADO QBOX MK07 RGB USB MEC GAMER,title
span,js-price-display product-item-price,"$33.943,00",price
span,js-payment-discount-price-product payment-discount-price-product,"$28.851,55",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,"PC GAMER RYZEN 5 5500, 16GB /32GB SSD A ELECCION, RTX 2060 6GB $815",productWrapper
span,js-price-display product-item-price,"$815.138,63",price
span,js-payment-discount-price-product payment-discount-price-product,"$692.867,84",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,AURICULAR RAPTOR INFERNO PRO X 7.1 WIRELESS C DONGLE NEGRO- NG $67,productWrapper
a,product-item-link,AURICULAR RAPTOR INFERNO PRO X 7.1 WIRELESS C DONGLE NEGRO- NG $67.81,link
div,js-item-name product-item-name mb-2,AURICULAR RAPTOR INFERNO PRO X 7.1 WIRELESS C DONGLE NEGRO-,title
span,js-price-display product-item-price,"$67.812,00",price
span,js-payment-discount-price-product payment-discount-price-product,"$57.640,20",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,MONITOR 25 GIGABYTE GS25F2 GAMING IPS 200HZ -NG $275,productWrapper
span,js-price-display product-item-price,"$275.426,00",price
span,js-payment-discount-price-product payment-discount-price-product,"$234.112,10",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,TP-LINK ADAPTADOR BT NANO USB 5.0 PLUS -NG $11$,productWrapper
span,js-price-display product-item-price,"$11.077,00",price
span,js-payment-discount-price-product payment-discount-price-product,"$9.415,45",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,"PC GAMER RYZEN 7 8700G, WIFI Y BLUETOOTH IDEAL GAMER INTERMEDIO, ELEGI LA VARIANTE QUE MAS TE GUST 0% OFF",productWrapper
span,js-price-display product-item-price,"$932.689,36",price
span,js-payment-discount-price-product payment-discount-price-product,"$792.785,96",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,"PC GAMER RYZEN 7 7700X, 32G, 1TB, RTX 5070 EAGLE ICE IDEAL GAMING EN 2K $3.316",productWrapper
a,product-item-link,"PC GAMER RYZEN 7 7700X, 32G, 1TB, RTX 5070 EAGLE ICE IDEAL GAMING EN 2K $3.467.637,25 4% OFF",link
span,js-price-display product-item-price,"$3.316.960,89",price
span,js-payment-discount-price-product payment-discount-price-product,"$2.819.416,76",price
div,js-stock-label-private label mb-2,Sin stock,is_stocked
div,product-item-information d-flex flex-column pt-3 pb-2,COMBO GAMER PC RYZEN A ELECCION + MONITOR F HD 24 + COMBO PERIFERICOS 3 EN 1 GAMER,productWrapper
a,product-item-link,COMBO GAMER PC RYZEN A ELECCION + MONITOR F HD 24 + COMBO PERIFERICOS 3 EN 1 GAMER,link
span,js-price-display product-item-price,"$782.642,90",price
span,js-payment-discount-price-product payment-discount-price-product,"$665.246,47",price
img,,,
p,grow,Mousepad Black 25x25 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Black 25x25 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$5.000,00",price
span,money,"$5.000,00",price
img,,,
p,grow,Mousepad Full Black 45x40 PRO | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Full Black 45x40 PRO | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$21.250,00",price
span,money,"$21.250,00",price
img,,,
p,grow,Mousepad Dolar real 90x40 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Dolar real 90x40 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$21.250,00",price
span,money,"$21.250,00",price
img,,,
p,grow,Mousepad Zebra Black 90x40 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Zebra Black 90x40 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$21.250,00",price
span,money,"$21.250,00",price
div,card product-card product-card--standard flex flex-col leading-none relative,Ver producto Mousepad 1000 Pesos Hornero,productWrapper
img,,,
p,grow,Mousepad 1000 Pesos Hornero | MGMGAMERS,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad 1000 Pesos Hornero | MGMGAMERS,link
span,price__regular whitespace-nowrap,"A partir de $21.250,00",price
span,money,"$21.250,00",price
img,,,
p,grow,Mousepad Morgan fgo 70x30 PRO | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Morgan fgo 70x30 PRO | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$24.375,00",price
span,money,"$24.375,00",price
img,,,
p,grow,Mousepad QUINTEROGOD 50x40 PRO | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad QUINTEROGOD 50x40 PRO | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$23.750,00",price
span,money,"$23.750,00",price
img,,,
p,grow,Mousepad Full anashe 25x25 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Full anashe 25x25 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$5.000,00",price
span,money,"$5.000,00",price
img,,,
p,grow,Mousepad pinturita 82x32 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad pinturita 82x32 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$15.625,00",price
span,money,"$15.625,00",price
img,,,
p,grow,Mousepad verdesage 82x32 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad verdesage 82x32 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$15.625,00",price
span,money,"$15.625,00",price
img,,,
p,grow,Mousepad Girl anime 82x32 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Girl anime 82x32 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$15.625,00",price
span,money,"$15.625,00",price
img,,,
p,grow,Mousepad Natsu y Lucy 90x40 Classic | PERSONALIZADO,title
a,product-card__title reversed-link text-base-xl font-medium leading-tight,Mousepad Natsu y Lucy 90x40 Classic | PERSONALIZADO,link
span,price__regular whitespace-nowrap,"$21.250,00",price
span,money,"$21.250,00",price
div,js-item-name item-name mb-3,Aire Comprimido Aerosol CHEMITEC 400GR PACK X 12 UNIDADES,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Adaptador Bluetooth Usb 5.0,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Monitor AOC LED GAMER 27 2790VX FHD 144HZ 1MS,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Silla GAMER RAZER ISKUR X,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Cable Datos Sata 3,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Alcohol Isopropilico CHEMITEC AEROSOL PROMAX 175ML,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Cable Power Trebol 220v,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Combo Actualización Pc Intel Core I7 14700 + H610M + 16gb Ddr4,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Notebook MSI Cyborg 15 A13VE INTEL CORE I5-13420H - 16GB - SSD 512gb - RTX 4050 - WIN 11,tit1
span,js-price-display item-price,"$2.440.165,86",price
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Memoria ADATA DIMM LANCER SINGLE 2x16 32GB DDR5 6400MHZ RGB,title
span,,Hasta 12 cuotas,cuotas
div,js-item-name item-name mb-3,Motherboard ASUS (AM4) ROG STRIX B550-F GAMING (WI-FI) II,title
img,,,
img,,,
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,is_stocked
h4,card-title mb-1 h-40*,Adaptador Kelvx Hdmi A Vga 1080p C-audio,title
a,,Adaptador Kelvx Hdmi A Vga 1080p C-audio,link
img,,,image
h4,mt-0 pecio_final ft,$4.228MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,is_stocked
h4,card-title mb-1 h-40*,Cable Kelyx Hdmi 4k - 5 Metros,title
a,,Cable Kelyx Hdmi 4k - 5 Metros,link
img,,,image
h4,mt-0 pecio_final ft,$6.563MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,is_stocked
h4,card-title mb-1 h-40*,Cable Kelvx Usb Type C A Type C 240w - 4k Ultra Hd 1m,title
a,,Cable Kelvx Usb Type C A Type C 240w - 4k Ultra Hd 1m,link
img,,,image
h4,mt-0 pecio_final ft,$6.861MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$27.007MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$27.830MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,is_stocked
h4,card-title mb-1 h-40*,Joystick Raptor Apex Wireless P-pc-ps3-ps4,title
a,,Joystick Raptor Apex Wireless P-pc-ps3-ps4,link
img,,,image
h4,mt-0 pecio_final ft,$31.291MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$31.654MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$37.002MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$42.108MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,is_stocked
h4,card-title mb-1 h-40*,Cargador Original De Iphone 20w Usb-c,title
img,,,image
h4,mt-0 pecio_final ft,$42.160MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$50.820MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$60.839MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$62.291MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$74.869MEGA PRECIO,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,
span,btn-blue-link et,En stock,
img,,,
h4,mt-0 pecio_final ft,$76.375MEGA PRECIO,price
img,,,
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
div,w-vwrapper usg_vwrapper_1 align_center valign_top,"Disco Solido Kingston A400 240GB $43.840,00",productWrapper
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit,Disco Solido Kingston A400 240GB,title
a,,Disco Solido Kingston A400 240GB,link
p,w-post-elm product_field price usg_product_field_3,"$43.840,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
div,w-vwrapper usg_vwrapper_1 align_center valign_top,"Disco Solido Western Digital Green 240GB$37.840,00",productWrapper
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit,Disco Solido Western Digital Green 240GB,title
a,,Disco Solido Western Digital Green 240GB,link
p,w-post-elm product_field price usg_product_field_3,"$37.840,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
div,w-vwrapper usg_vwrapper_1 align_center valign_top,"Disco Solido Kingston A400 960GB$98.550,00",productWrapper
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit,Disco Solido Kingston A400 960GB,title
a,,Disco Solido Kingston A400 960GB,link
p,w-post-elm product_field price usg_product_field_3,"$98.550,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
div,w-vwrapper usg_vwrapper_1 align_center valign_top,"Memoria Crucial Ddr4 8GB 2666Mhz C17$44.118,00",productWrapper
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit,Memoria Crucial Ddr4 8GB 2666Mhz C17,title
a,,Memoria Crucial Ddr4 8GB 2666Mhz C17,link
p,w-post-elm product_field price usg_product_field_3,"$44.118,00",price
span,woocommerce-Price-amount amount,"$44.118,00",price
span,woocommerce-Price-amount amount,"44.118,00",
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
div,w-vwrapper usg_vwrapper_1 align_center valign_top,"Fuente Coolermaster G 800W 80 Plus Gold$214.368,00",productWrapper
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit,Fuente Coolermaster G 800W 80 Plus Gold,title
a,,Fuente Coolermaster G 800W 80 Plus Gold,link
p,w-post-elm product_field price usg_product_field_3,"$214.368,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image,,img
div,w-vwrapper usg_vwrapper_1 align_center valign_top,"Memoria Crucial Ddr4 8GB 3200Mhz C22$35.927,00",productWrapper
